iter	Logloss
311	0.3360882796
312	0.3358245218
313	0.3355840606
314	0.335279529
315	0.3350613674
316	0.3349796125
317	0.334791416
318	0.334484462
319	0.3341840721
320	0.3340423219
321	0.3337255778
322	0.3335042473
323	0.33342946
324	0.3332884414
325	0.3330459245
326	0.3329965091
327	0.3326951222
328	0.3323883801
329	0.3322808779
330	0.332221351
331	0.3320211007
332	0.3319156078
333	0.33179333
334	0.3315902198
335	0.3314401811
336	0.3313313548
337	0.3311150843
338	0.3307822662
339	0.330687027
340	0.3304792942
341	0.3303903189
342	0.3301071676
343	0.3298157827
344	0.329549654
345	0.3294182814
346	0.3292242367
347	0.3290690579
348	0.3288420596
349	0.3286530556
350	0.3285868045
351	0.3283841958
352	0.3283156081
353	0.3281140051
354	0.327737242
355	0.3275127213
356	0.3273768478
357	0.3271627156
358	0.3271320885
359	0.3268905518
360	0.3268539571
361	0.326670082
362	0.3265058714
363	0.3262371335
364	0.3261037966
365	0.3257998094
366	0.325696911
367	0.3253241353
368	0.3250865137
369	0.3250400185
370	0.3249686094
371	0.3248047573
372	0.3244951681
373	0.324340939
374	0.3241600581
375	0.3240736129
376	0.3239301981
377	0.3237570609
378	0.3236042975
379	0.3233534097
380	0.3231251968
381	0.3230121248
382	0.3228125
383	0.3225788214
384	0.322371183
385	0.3223121392
386	0.32198427
387	0.321825857
388	0.3216636432
389	0.3215050072
390	0.3214204524
391	0.3211926582
392	0.3210280783
393	0.3209420274
394	0.3207170808
395	0.3205524986
396	0.3203245219
397	0.3202809669
398	0.3201545238
399	0.3197732735
400	0.3195020157
401	0.3193620301
402	0.3192271403
403	0.3192132225
404	0.3190801761
405	0.3188888429
406	0.3187546753
407	0.3185863329
408	0.3184339712
409	0.3181200308
410	0.3179521068
411	0.3178447651
412	0.317709014
413	0.3175290003
414	0.3174537621
415	0.3172963666
416	0.3171104268
417	0.317022958
418	0.3169171326
419	0.3168160165
420	0.3167390645
421	0.3165961904
422	0.3163722857
423	0.3161503065
424	0.3161237013
425	0.3160146283
426	0.3159272008
427	0.3157828197
428	0.3156405615
429	0.3155089894
430	0.3153126952
431	0.3151015315
432	0.3148876762
433	0.3147742775
434	0.3146675739
435	0.3145674392
436	0.3144308941
437	0.3143636846
438	0.3142725522
439	0.3140852434
440	0.3140137645
441	0.3138609679
442	0.313531196
443	0.3134857936
444	0.313467202
445	0.3132284227
446	0.3130625142
447	0.3130415363
448	0.3129283728
449	0.3127463405
450	0.3125449504
451	0.312441879
452	0.3123820377
453	0.312241285
454	0.3121327835
455	0.3120741241
456	0.3120370388
457	0.3118975824
458	0.3117792357
459	0.3116708976
460	0.3114437872
461	0.3113813729
462	0.3112295405
463	0.3111598051
464	0.3109446623
465	0.3106296309
466	0.310504815
467	0.3103781923
468	0.3102123292
469	0.3100531415
470	0.3099088775
471	0.3098230215
472	0.3097702259
473	0.3096580742
474	0.3095001138
475	0.3093665701
476	0.3093102237
477	0.3091670972
478	0.3090035497
479	0.3088539021
480	0.3087436533
481	0.3086392602
482	0.3085723101
483	0.308445446
484	0.3083477743
485	0.3082407825
486	0.3079664182
487	0.3078164248
488	0.307558076
489	0.3072920318
490	0.3070412214
491	0.306924645
492	0.3067951702
493	0.3066566993
494	0.306480933
495	0.306393632
496	0.306323699
497	0.3061675008
498	0.3059671744
499	0.3058192326
500	0.3056942915
501	0.3055801608
502	0.3055466242
503	0.3053355812
504	0.3053026826
505	0.305029935
506	0.3048061656
507	0.3047167878
508	0.3046578419
509	0.3045824343
510	0.3044084039
511	0.304218886
512	0.3040680638
513	0.303871557
514	0.3036726245
515	0.3033530909
516	0.3032386884
517	0.3030529422
518	0.3029609381
519	0.3027830861
520	0.3027394743
521	0.3026402341
522	0.3024889544
523	0.3023164207
524	0.3022287587
525	0.3021053033
526	0.3019019995
527	0.3018663283
528	0.3016960722
529	0.3014360934
530	0.3013747432
531	0.3012071778
532	0.3011930424
533	0.3009147785
534	0.3008192217
535	0.3005369706
536	0.3004733589
537	0.3004442808
538	0.3003349378
539	0.3002430417
540	0.3002337489
541	0.3000814858
542	0.2999718575
543	0.2999143531
544	0.2996231935
545	0.299490681
546	0.2993530695
547	0.2993397162
548	0.2991669137
549	0.2990280497
550	0.2988492642
551	0.2988056765
552	0.2987462727
553	0.2986840597
554	0.2986510674
555	0.2985196985
556	0.2984873987
557	0.2983020627
558	0.298170855
559	0.2980245025
560	0.2978852863
561	0.2977774586
562	0.2976282008
563	0.2975758646
564	0.2973457454
565	0.2972865946
566	0.2971086577
567	0.2968668473
568	0.2968063601
569	0.2967457851
570	0.2964353955
571	0.2963319097
572	0.2962448771
573	0.2959762059
574	0.2958638591
575	0.2957565388
576	0.295626339
577	0.2954987992
578	0.2953210415
579	0.2951962086
580	0.2951380531
581	0.2950243467
582	0.2949471163
583	0.2948449794
584	0.2947660008
585	0.2946991032
586	0.2946516329
587	0.2946236573
588	0.2945690846
589	0.2945235191
590	0.2944674607
591	0.2942812608
592	0.294262488
593	0.2942119192
594	0.2940485587
595	0.2939360268
596	0.2938462267
597	0.2937270443
598	0.2936408043
599	0.2935156533
600	0.2934233274
601	0.2933922878
602	0.2933312376
603	0.2931255867
604	0.293083031
605	0.2930822774
606	0.2930449027
607	0.2929830655
608	0.2929260449
609	0.2928699077
610	0.2928586757
611	0.2927346257
612	0.2926045424
613	0.2925557169
614	0.292379741
615	0.2923065157
616	0.2922591189
617	0.2921232497
618	0.2920590759
619	0.2920087242
620	0.291959385
621	0.2918667102
622	0.2917551111
623	0.291713517
624	0.2916572461
625	0.2915306791
626	0.2914598106
627	0.2914259593
628	0.2913217571
629	0.2910374583
630	0.291025123
631	0.2907218059
632	0.2905635125
633	0.2905303687
634	0.2904549205
635	0.2904347606
636	0.290330976
637	0.2901802938
638	0.2899457953
639	0.289730386
640	0.2896633252
641	0.2896568407
642	0.2894736206
643	0.2892608012
644	0.28918082
645	0.2890944592
646	0.2889677573
647	0.2888984795
648	0.2887055648
649	0.2885380327
650	0.2885150242
651	0.2884235184
652	0.2882452425
653	0.2880943695
654	0.2879362375
655	0.2879116456
656	0.2879053403
657	0.2878818353
658	0.2876117013
659	0.2873649851
660	0.2873426846
661	0.287253285
662	0.2872194713
663	0.2870180526
664	0.2870108349
665	0.2869124514
666	0.2869043776
667	0.2868284541
668	0.2867184363
669	0.2865575139
670	0.2864441962
671	0.2862622206
672	0.286212414
673	0.2860825735
674	0.2858499479
675	0.285811019
676	0.2857930585
677	0.2856990254
678	0.2855715192
679	0.2852929487
680	0.285259599
681	0.2851730677
682	0.2849332257
683	0.2848945911
684	0.2846451788
685	0.2845862322
686	0.284552307
687	0.284530805
688	0.2843308174
689	0.2842635858
690	0.2841906668
691	0.2841277676
692	0.2839360567
693	0.2836498083
694	0.2835991818
695	0.2835912955
696	0.2834461581
697	0.2833800543
698	0.2833466612
699	0.2832442197
700	0.2831475417
701	0.2831150721
702	0.2830553886
703	0.282917178
704	0.2828945309
705	0.2828727338
706	0.2827735034
707	0.2827282924
708	0.2825151526
709	0.2823579172
710	0.2822358219
711	0.2822088736
712	0.2821188674
713	0.2820694825
714	0.2819511807
715	0.2818425546
716	0.2817644811
717	0.2816588363
718	0.2816190798
719	0.2815663601
720	0.2814159225
721	0.2811385642
722	0.2810967649
723	0.2810709987
724	0.2810086351
725	0.2808673255
726	0.2808616296
727	0.2806904622
728	0.2806734927
729	0.2805611108
730	0.2805204873
731	0.2803537317
732	0.2802961312
733	0.2800654669
734	0.2800054747
735	0.2797824785
736	0.2797240119
737	0.2795425617
738	0.279375408
739	0.2792963744
740	0.279177093
741	0.2790927908
742	0.2787944612
743	0.2786925853
744	0.2786503923
745	0.2785382239
746	0.2784696914
747	0.2784630427
748	0.2783878108
749	0.2782943308
750	0.2782027694
751	0.2780983325
752	0.2779883927
753	0.2778314098
754	0.2776647729
755	0.2776010712
756	0.277588943
757	0.2774738537
758	0.2773567302
759	0.2772767359
760	0.2772224807
761	0.2771849854
762	0.2770168505
763	0.2769711774
764	0.2767734873
765	0.2767343129
766	0.2767045507
767	0.2766305595
768	0.2766246323
769	0.2765503733
770	0.2764705647
771	0.276417625
772	0.2762813933
773	0.2761329827
774	0.2761053567
775	0.2759005774
776	0.2758310109
777	0.2758195732
778	0.2755937973
779	0.2754976785
780	0.2754495612
781	0.2753957499
782	0.2751708022
783	0.2750488718
784	0.2747706468
785	0.2746243828
786	0.2745575809
787	0.2743847994
788	0.2742770101
789	0.2741425298
790	0.274137056
791	0.2741229192
792	0.2740864898
793	0.2738730965
794	0.2736557448
795	0.2735884239
796	0.2735483962
797	0.2734833731
798	0.2734330723
799	0.273285937
800	0.2731638788
801	0.2729762728
802	0.2729660132
803	0.2729343521
804	0.2728895716
805	0.2726638908
806	0.2724662373
807	0.2723342434
808	0.2722004018
809	0.2720954706
810	0.2720222352
811	0.2720046548
812	0.2718929075
813	0.2718433915
814	0.2717238039
815	0.2716627548
816	0.2714690738
817	0.2714047613
818	0.2713665179
819	0.2712267656
820	0.2711917797
821	0.271166996
822	0.2709493171
823	0.2707362136
824	0.270692758
825	0.2705543803
826	0.2705506476
827	0.2703840093
828	0.2702487058
829	0.2700342168
830	0.2700004899
831	0.2698887387
832	0.2697057831
833	0.2696788054
834	0.2695245594
835	0.2694087479
836	0.2693527536
837	0.2693148599
838	0.2692312971
839	0.2691636153
840	0.2691323285
841	0.2690599458
842	0.2689784892
843	0.2688900674
844	0.268853824
845	0.2687646542
846	0.268672223
847	0.2686365052
848	0.2683942381
849	0.2682785878
850	0.2680387792
851	0.2678899975
852	0.2678499419
853	0.2678281263
854	0.2677909711
855	0.2677038954
856	0.2675988506
857	0.2675380608
858	0.2674334232
859	0.2673848207
860	0.2671593461
861	0.2670186565
862	0.2669253416
863	0.2667462711
864	0.2666039267
865	0.2665297174
866	0.2664407502
867	0.2663752494
868	0.2663347419
869	0.2661015985
870	0.2660306102
871	0.2658367887
872	0.2658120217
873	0.2656773738
874	0.2655561792
875	0.2654693873
876	0.265268785
877	0.2651006893
878	0.2649091739
879	0.2648253688
880	0.2647524059
881	0.2646989115
882	0.264565827
883	0.2645093697
884	0.2643812929
885	0.2643264531
886	0.2642827961
887	0.2640981527
888	0.2640378802
889	0.263669841
890	0.2635906527
891	0.2634449074
892	0.2632396515
893	0.2631498033
894	0.2629292953
895	0.2628528577
896	0.2628232948
897	0.2627704954
898	0.2625655928
899	0.2624769897
900	0.2623820766
901	0.2623079797
902	0.2622616792
903	0.2619284332
904	0.2618209077
905	0.2617624245
906	0.2617151392
907	0.2616219994
908	0.2615456758
909	0.2614272173
910	0.261265384
911	0.2611966121
912	0.2609044813
913	0.260868305
914	0.2608058052
915	0.2607582748
916	0.2607334583
917	0.2606974657
918	0.2606578183
919	0.2605598845
920	0.2604421046
921	0.2603784295
922	0.2603038331
923	0.2602197725
924	0.2600850579
925	0.2598830129
926	0.2596943312
927	0.2595209164
928	0.2592952777
929	0.2591396315
930	0.2588556548
931	0.2587193446
932	0.2585275967
933	0.2584021107
934	0.2582197908
935	0.2580980073
936	0.2578826275
937	0.2576440342
938	0.2575931918
939	0.2574855752
940	0.2573908815
941	0.257271884
942	0.2572160757
943	0.2571610683
944	0.2569779342
945	0.2568447394
946	0.2567574735
947	0.2565082374
948	0.2564384978
949	0.2564124017
950	0.2563533201
951	0.2561563426
952	0.2561040232
953	0.2559521918
954	0.25588179
955	0.2558430794
956	0.2558155231
957	0.2556801564
958	0.2554714205
959	0.2553336495
960	0.2552113106
961	0.2551257445
962	0.2550760973
963	0.2550483553
964	0.2548600915
965	0.2547654884
966	0.254579728
967	0.254535618
968	0.254337439
969	0.2542635854
970	0.2542140134
971	0.2541398612
972	0.2541090782
973	0.2540569627
974	0.2539052822
975	0.2537253655
976	0.2536270529
977	0.2535590105
978	0.2534832953
979	0.2534379138
980	0.2531485968
981	0.252987191
982	0.2527352098
983	0.2526930878
984	0.2526312714
985	0.2526072662
986	0.2524625218
987	0.2523687306
988	0.2522677837
989	0.2522272125
990	0.2521914677
991	0.252142182
992	0.2520526178
993	0.2519167336
994	0.2518363147
995	0.2517891498
996	0.2516539813
997	0.2515131654
998	0.2513724947
999	0.251180607
